,timestamp,FLONetworkHashesPs,FLOdifficulty,FLOblocks,BTCdifficulty,BTCblocks,FLOvolume,FLOopenBuy,FLOopenSell,FLOlow,FLOhigh,FLObid,FLOask,FLObaseVol,BTCvolume,BTCopenBuy,BTCopenSell,BTClow,BTChigh,BTCbid,BTCask,BTCbaseVol,FLOlast,BTClast,scrypt_price,scrypt_avail,scrypt_rented,scrypt_last30,sha_price,sha_avail,sha_rented,sha_last30
0,2020-04-27 14:15:38.083451,74150710120.22751,853,4074355,15958652328578.0,627856.0,45992.74992189,154,1318,3.19e-06,3.47e-06,3.21e-06,3.26e-06,0.1493849,877.72401431,4823,3255,7777.0,7475.0,7760.003,7764.261,6692370.19421265,3.21e-06,7759.997,0.00028212,328,248,0.00032087,0.00001806,414,138,0.00003100
